,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
514,,,,,,,,2012,Peace,The Nobel Peace Prize,,,,,,,2012-10-12,,881,,,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",1,8000000,8361204,received,1,Peace,none2012peace,,0
515,,,,,,,,1993,Peace,The Nobel Peace Prize,Johannesburg,Johannesburg,Africa,South Africa,South Africa,1936-03-18,1993-10-15,male,556,F.W. de Klerk,"Johannesburg, South Africa","for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa",1/2,6700000,9044276,received,2,Peace,fwdeklerk1993peace,,0
516,,,,,,,,1927,Peace,The Nobel Peace Prize,Paris,Paris,Europe,France,France,1841-12-20,1927-12-10,male,492,Ferdinand Buisson,"Paris, France",for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2,126501,3593778,received,1,Peace,ferdinandbuisson1927peace,,0
517,,,,,,,,1929,Peace,The Nobel Peace Prize,"Potsdam, NY","Potsdam, NY",North America,USA,USA,1856-12-22,1930-12-10,male,494,Frank B. Kellogg,"Potsdam, NY, USA",for his crucial role in bringing about the Briand-Kellogg Pact,1,172760,4907955,received,1,Peace,frankbkellogg1929peace,,0
518,,,,,,,,1901,Peace,The Nobel Peace Prize,Paris,Paris,Europe,France,France,1822-05-20,1901-12-10,male,463,Frédéric Passy,"Paris, France","for his lifelong work for international peace conferences, diplomacy and arbitration",1/2,150782,8567159,received,2,Peace,frédéricpassy1901peace,,0
519,,,,,,,,1908,Peace,The Nobel Peace Prize,Næstved,Næstved,Europe,Denmark,Denmark,1837-04-21,1908-12-10,male,474,Fredrik Bajer,"Næstved, Denmark","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1/2,139800,7084459,received,2,Peace,fredrikbajer1908peace,,0
520,,,,,,,,1922,Peace,The Nobel Peace Prize,Kristiania,Oslo,Europe,Norway,Norway,1861-10-10,1922-12-10,male,487,Fridtjof Nansen,"Kristiania (now Oslo), Norway","for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",1,122483,3145967,received,1,Peace,fridtjofnansen1922peace,,0
521,,,,,,,,1947,Peace,The Nobel Peace Prize,,,,,,,1947-10-30,,508,,,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",1/2,146115,2914528,received,1,Peace,none1947peace,,0
522,,,,,,,,1953,Peace,The Nobel Peace Prize,"Uniontown, PA","Uniontown, PA",North America,USA,USA,1880-12-31,1953-10-30,male,514,George C. Marshall,"Uniontown, PA, USA",for proposing and supervising the plan for the economic recovery of Europe,1,175293,2567769,received,1,Peace,georgecmarshall1953peace,,0
523,,,,,,,,1958,Peace,The Nobel Peace Prize,Dinant,Dinant,Europe,Belgium,Belgium,1910-02-10,1958-11-10,male,517,Georges Pire,"Dinant, Belgium",for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,1,214559,2646698,received,1,Peace,georgespire1958peace,,0
524,,,,,,,,2006,Peace,The Nobel Peace Prize,,,,,,,2006-10-13,,810,,,for their efforts to create economic and social development from below,1/2,10000000,11552680,received,2,Peace,none2006peace,,0
525,,,,,,,,1926,Peace,The Nobel Peace Prize,Berlin,Berlin,Europe,Germany,Germany,1878-05-10,1926-12-10,male,491,Gustav Stresemann,"Berlin, Germany",for their crucial role in bringing about the Locarno Treaty,1/2,116960,3273134,received,2,Peace,gustavstresemann1926peace,,0
526,,,,,,,,1913,Peace,The Nobel Peace Prize,Brussels,Brussels,Europe,Belgium,Belgium,1854-04-22,1913-12-10,male,481,Henri La Fontaine,"Brussels, Belgium",for his unparalleled contribution to the organization of peaceful internationalism,1,143010,6875481,received,1,Peace,henrilafontaine1913peace,,0
527,,,,,,,,1901,Peace,The Nobel Peace Prize,Geneva,Geneva,Europe,Switzerland,Switzerland,1828-05-08,1901-12-10,male,462,Henry Dunant,"Geneva, Switzerland",for his humanitarian efforts to help wounded soldiers and create international understanding,1/2,150782,8567159,received,1,Peace,henrydunant1901peace,,0
528,,,,,,,,1973,Peace,The Nobel Peace Prize,Fürth,Fürth,Europe,Germany,Germany,1923-05-27,1973-10-17,male,530,Henry Kissinger,"Fürth, Germany",for jointly having negotiated a cease fire in Vietnam in 1973,1/2,510000,3331882,received,1,Peace,henrykissinger1973peace,henry kissinger1973peace,24
529,,,,,,,,1921,Peace,The Nobel Peace Prize,Stockholm,Stockholm,Europe,Sweden,Sweden,1860-11-23,1921-12-10,male,485,Hjalmar Branting,"Stockholm, Sweden",for their lifelong contributions to the cause of peace and organized internationalism,1/2,121573,2532771,received,1,Peace,hjalmarbranting1921peace,,0
530,,,,,,,,1904,Peace,The Nobel Peace Prize,,,,,,,1904-12-10,,467,,,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane,1,140859,7767960,received,1,Peace,none1904peace,,0
531,,,,,,,,2007,Peace,The Nobel Peace Prize,,,,,,,2007-10-12,,818,,,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",1/2,10000000,11301989,received,1,Peace,none2007peace,,0
532,,,,,,,,2005,Peace,The Nobel Peace Prize,,,,,,,2005-10-07,,797,,,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,1/2,10000000,11711430,received,1,Peace,none2005peace,,0
533,,,,,,,,2017,Peace,The Nobel Peace Prize,,,,,,,2017-10-06,,948,,,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,1,9000000,9176183,received,1,Peace,none2017peace,,0
534,,,,,,,,1997,Peace,The Nobel Peace Prize,,,,,,,1997-10-10,,564,,,for their efforts to ban and remove anti-personnel landmines,1/2,7500000,9572839,received,1,Peace,none1997peace,,0
535,,,,,,,,1917,Peace,The Nobel Peace Prize,,,,,,,1917-12-10,,482,,,for the efforts to take care of wounded soldiers and prisoners of war and their families,1,133823,3920596,received,1,Peace,none1917peace,,0
536,,,,,,,,1969,Peace,The Nobel Peace Prize,,,,,,,1969-10-20,,527,,,for creating international legislation insuring certain norms for working conditions in every country,1,375000,3181561,received,1,Peace,none1969peace,,0
537,,,,,,,,1985,Peace,The Nobel Peace Prize,,,,,,,1985-10-05,,547,,,for spreading authoritative information and by creating awareness of the catastrophic consequences of  nuclear  war,1,1800000,3843964,received,1,Peace,none1985peace,,0
538,,,,,,,,1931,Peace,The Nobel Peace Prize,"Cedarville, IL","Cedarville, IL",North America,USA,USA,1860-09-06,1931-12-10,female,496,Jane Addams,"Cedarville, IL, USA",for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,1/2,173206,5238085,received,1,Peace,janeaddams1931peace,,0
539,,,,,,,,2002,Peace,The Nobel Peace Prize,"Plains, GA","Plains, GA",North America,USA,USA,1924-10-01,2002-10-11,male,762,Jimmy Carter,"Plains, GA, USA","for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",1,10000000,12034660,received,1,Peace,jimmycarter2002peace,,0
540,,,,,,,,1997,Peace,The Nobel Peace Prize,"Putney, VT","Putney, VT",North America,USA,USA,1950-10-09,1997-10-10,female,565,Jody Williams,"Putney, VT, USA",for their work for the banning and clearing of anti-personnel mines,1/2,7500000,9572839,received,2,Peace,jodywilliams1997peace,,0
541,,,,,,,,1998,Peace,The Nobel Peace Prize,Londonderry,Londonderry,Europe,Northern Ireland,Northern Ireland,1937-01-18,1998-10-16,male,566,John Hume,"Londonderry, Northern Ireland",for their efforts to find a peaceful solution to the conflict in Northern Ireland,1/2,7600000,9713701,received,1,Peace,johnhume1998peace,,0
542,,,,,,,,1946,Peace,The Nobel Peace Prize,"Livingston Manor, NY","Livingston Manor, NY",North America,USA,USA,1865-05-25,1946-11-14,male,507,John R. Mott,"Livingston Manor, NY, USA",for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,1/2,121524,2503929,received,2,Peace,johnrmott1946peace,,0
543,,,,,,,,1996,Peace,The Nobel Peace Prize,Dili,Dili,Oceania,East Timor,East Timor,1949-12-26,1996-10-11,male,563,José Ramos-Horta,"Dili, East Timor",for their work towards a just and peaceful solution to the conflict in East Timor,1/2,7400000,9490424,received,2,Peace,joséramos-horta1996peace,,0
544,,,,,,,,1995,Peace,The Nobel Peace Prize,Warsaw,Warsaw,Europe,Russian Empire,Poland,1908-11-04,1995-10-13,male,560,Joseph Rotblat,"Warsaw, Russian Empire (now Poland)","for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1/2,7200000,9278351,received,1,Peace,josephrotblat1995peace,sirjosephrotblat1995peace,25
545,,,,,,,,2016,Peace,The Nobel Peace Prize,Bogotá,Bogotá,South America,Colombia,Colombia,1951-08-10,2016-10-07,male,934,Juan Manuel Santos,"Bogotá, Colombia",for his resolute efforts to bring the country's more than 50-year-long civil war to an end,1,8000000,8301051,received,1,Peace,juanmanuelsantos2016peace,,0
546,,,,,,,,2014,Peace,The Nobel Peace Prize,Vidisha,Vidisha,Asia,India,India,1954-01-11,2014-10-10,male,913,Kailash Satyarthi,"Vidisha, India",for their struggle against the suppression of children and young people and for the right of all children to education,1/2,8000000,8379888,received,1,Peace,kailashsatyarthi2014peace,,0
547,,,,,,,,2000,Peace,The Nobel Peace Prize,Mokpo,Mokpo,Asia,Korea,South Korea,1925-12-03,2000-10-13,male,725,Kim Dae-jung,"Mokpo, Korea (now South Korea)","for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",1,9000000,11333109,received,1,Peace,kimdae-jung2000peace,,0
548,,,,,,,,1908,Peace,The Nobel Peace Prize,Gothenburg,Gothenburg,Europe,Sweden,Sweden,1844-10-27,1908-12-10,male,473,Klas Pontus Arnoldson,"Gothenburg, Sweden","for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1/2,139800,7084459,received,1,Peace,klaspontusarnoldson1908peace,,0
549,,,,,,,,2001,Peace,The Nobel Peace Prize,Kumasi,Kumasi,Africa,Gold Coast,Ghana,1938-04-08,2001-10-12,male,749,Kofi Annan,"Kumasi, Gold Coast (now Ghana)",for their work for a better organized and more peaceful world,1/2,10000000,12295082,received,2,Peace,kofiannan2001peace,,0
550,,,,,,,,1973,Peace,The Nobel Peace Prize,Nam Ha province,Nam Ha province,Asia,Vietnam,Vietnam,1911-10-14,1973-10-17,male,531,Le Duc Tho ,"Nam Ha province, Vietnam",for jointly having negotiated a cease fire in Vietnam in 1973,1/2,510000,3331882,declined,2,Peace,leductho1973peace,,0
551,,,,,,,,1963,Peace,The Nobel Peace Prize,,,,,,,1963-10-10,,523,,,for promoting the principles of the Geneva Convention and cooperation with the UN,1/2,265000,2839286,received,2,Peace,none1963peace,,0
552,,,,,,,,1983,Peace,The Nobel Peace Prize,Popowo,Popowo,Europe,Poland,Poland,1943-09-29,1983-10-05,male,545,Lech Walesa,"Popowo, Poland",for non-violent struggle for free trade unions and human rights in Poland,1,1500000,3715324,received,1,Peace,lechwalesa1983peace,,0
553,,,,,,,,1920,Peace,The Nobel Peace Prize,Paris,Paris,Europe,France,France,1851-05-21,1920-12-10,male,484,Léon Bourgeois,"Paris, France",for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,1,134100,2394643,received,1,Peace,léonbourgeois1920peace,,0
554,,,,,,,,1951,Peace,The Nobel Peace Prize,Paris,Paris,Europe,France,France,1879-07-01,,male,512,Léon Jouhaux,"Paris, France",for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,1,167612,2686090,received,1,Peace,léonjouhaux1951peace,,0
555,,,,,,,,1957,Peace,The Nobel Peace Prize,Toronto,Toronto,North America,Canada,Canada,1897-04-23,1957-10-03,male,516,Lester Bowles Pearson,"Toronto, Canada",for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,1,208629,2697789,received,1,Peace,lesterbowlespearson1957peace,,0
556,,,,,,,,2011,Peace,The Nobel Peace Prize,Monrovia,Monrovia,Africa,Liberia,Liberia,1972-02-01,2011-10-07,female,870,Leymah Gbowee,"Monrovia, Liberia",for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,1/3,10000000,10545557,received,2,Peace,leymahgbowee2011peace,,0
557,"Pasadena, CA","Pasadena, CA",USA,USA,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),1962,Peace,The Nobel Peace Prize,"Portland, OR","Portland, OR",North America,USA,USA,1901-02-28,1963-10-10,male,217,Linus Pauling,"Portland, OR, USA",for his fight against the nuclear arms race between East and West,1,257220,2836985,received,1,Peace,linuspauling1962peace,,0
558,,,,,,,,2010,Peace,The Nobel Peace Prize,Changchun,Changchun,Asia,China,China,1955-12-28,2010-10-08,male,855,Liu Xiaobo,"Changchun, China",for his long and non-violent struggle for fundamental human rights in China,1,10000000,10819388,received,1,Peace,liuxiaobo2010peace,,0
559,,,,,,,,1949,Peace,The Nobel Peace Prize,Kilmaurs,Kilmaurs,Europe,Scotland,Scotland,1880-09-23,1949-10-12,male,510,Lord Boyd Orr,"Kilmaurs, Scotland","for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",1,156290,2930438,received,1,Peace,lordboydorr1949peace,,0
560,Paris,Paris,France,France,"Paris, France",Sorbonne University,Sorbonne University,1907,Peace,The Nobel Peace Prize,Autun,Autun,Europe,France,France,1843-05-21,1907-12-10,male,472,Louis Renault,"Autun, France",for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,1/2,138796,7033581,received,2,Peace,louisrenault1907peace,,0
561,,,,,,,,1927,Peace,The Nobel Peace Prize,Bremen,Bremen,Europe,Germany,Germany,1858-03-23,1927-12-10,male,493,Ludwig Quidde,"Bremen, Germany",for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2,126501,3593778,received,2,Peace,ludwigquidde1927peace,,0
562,,,,,,,,1976,Peace,The Nobel Peace Prize,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,1944-01-27,1977-10-10,female,536,Mairead Corrigan,"Belfast, Northern Ireland",for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,1/2,681000,3342605,received,2,Peace,maireadcorrigan1976peace,,0
563,,,,,,,,2014,Peace,The Nobel Peace Prize,Mingora,Mingora,Asia,Pakistan,Pakistan,1997-07-12,2014-10-10,female,914,Malala Yousafzai,"Mingora, Pakistan",for their struggle against the suppression of children and young people and for the right of all children to education,1/2,8000000,8379888,received,2,Peace,malalayousafzai2014peace,,0
564,,,,,,,,1964,Peace,The Nobel Peace Prize,"Atlanta, GA","Atlanta, GA",North America,USA,USA,1929-01-15,1964-10-14,male,524,Martin Luther King Jr.,"Atlanta, GA, USA",for his non-violent struggle for civil rights for the Afro-American population,1,273000,2828039,received,1,Peace,martinlutherkingjr1964peace,,0
565,,,,,,,,2008,Peace,The Nobel Peace Prize,Viipuri,Vyborg,Europe,Finland,Finland,1937-06-23,2008-10-10,male,833,Martti Ahtisaari,"Viipuri (now Vyborg), Finland","for his important efforts, on several continents and over more than three decades, to resolve international conflicts",1,10000000,10926573,received,1,Peace,marttiahtisaari2008peace,,0
566,,,,,,,,1999,Peace,The Nobel Peace Prize,,,,,,,1999-10-15,,568,,,in recognition of the organisation's pioneering humanitarian work on several continents,1,7900000,10049186,received,1,Peace,none1999peace,,0
567,,,,,,,,1978,Peace,The Nobel Peace Prize,Brest Litovsk,Brest Litovsk,Europe,Russian Empire,Belarus,1913-08-16,1978-10-27,male,539,Menachem Begin,"Brest Litovsk, Russian Empire (now Belarus)",for jointly having negotiated peace between Egypt and Israel in 1978,1/2,725000,2898454,received,2,Peace,menachembegin1978peace,menachembegin1978peace,22
568,,,,,,,,1990,Peace,The Nobel Peace Prize,Privolnoye,Privolnoye,Europe,USSR,Russia,1931-03-02,1990-10-15,male,552,Mikhail Gorbachev,"Privolnoye, USSR (now Russia)",for the leading role he played in the radical changes in East-West relations,1,4000000,6329114,received,1,Peace,mikhailgorbachev1990peace,,0
569,,,,,,,,2005,Peace,The Nobel Peace Prize,Cairo,Cairo,Africa,Egypt,Egypt,1942-06-17,2005-10-07,male,798,Mohamed ElBaradei,"Cairo, Egypt",for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,1/2,10000000,11711430,received,2,Peace,mohamedelbaradei2005peace,,0
570,,,,,,,,1979,Peace,The Nobel Peace Prize,Uskup,Skopje,Europe,Ottoman Empire,North Macedonia,1910-08-26,1979-10-27,female,540,Mother Teresa ,"Uskup, Ottoman Empire (now Skopje, North Macedonia)",for her work for bringing help to suffering humanity,1,800000,2988048,received,1,Peace,motherteresa1979peace,,0
571,,,,,,,,2006,Peace,The Nobel Peace Prize,Chittagong,Chittagong,Asia,British India,Bangladesh,1940-06-28,2006-10-13,male,809,Muhammad Yunus,"Chittagong, British India (now Bangladesh)",for their efforts to create economic and social development from below,1/2,10000000,11552680,received,1,Peace,muhammadyunus2006peace,,0
572,,,,,,,,2018,Peace,The Nobel Peace Prize,Kojo,Kojo,Asia,Iraq,Iraq,1993-00-00,2018-10-05,female,967,Nadia Murad,"Kojo, Iraq",for their efforts to end the use of sexual violence as a weapon of war and armed conflict,1/2,9000000,9000000,received,2,Peace,nadiamurad2018peace,,0
573,,,,,,,,1938,Peace,The Nobel Peace Prize,,,,,,,1938-11-17,,503,,,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,1,155077,4543271,received,1,Peace,none1938peace,,0
574,,,,,,,,1930,Peace,The Nobel Peace Prize,Trönö,Trönö,Europe,Sweden,Sweden,1866-01-15,1930-12-10,male,495,Nathan Söderblom,"Trönö, Sweden",for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',1,172947,5066807,received,1,Peace,nathansöderblom1930peace,,0
575,,,,,,,,2015,Peace,The Nobel Peace Prize,,,,,,,2015-10-09,,925,,,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,1,8000000,8384572,received,1,Peace,none2015peace,,0
576,,,,,,,,1993,Peace,The Nobel Peace Prize,Qunu,Qunu,Africa,South Africa,South Africa,1918-07-18,1993-10-15,male,555,Nelson Mandela,"Qunu, South Africa","for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa",1/2,6700000,9044276,received,1,Peace,nelsonmandela1993peace,,0
577,"New York, NY","New York, NY",USA,USA,"New York, NY, USA",Columbia University,Columbia University,1931,Peace,The Nobel Peace Prize,"Elizabeth, NJ","Elizabeth, NJ",North America,USA,USA,1862-04-02,1931-12-10,male,497,Nicholas Murray Butler,"Elizabeth, NJ, USA",for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,1/2,173206,5238085,received,2,Peace,nicholasmurraybutler1931peace,,0
578,,,,,,,,1970,Peace,The Nobel Peace Prize,"Cresco, IA","Cresco, IA",North America,USA,USA,1914-03-25,1970-10-21,male,528,Norman Borlaug,"Cresco, IA, USA",for having given a well-founded hope - the green revolution,1,400000,3177966,received,1,Peace,normanborlaug1970peace,,0
579,,,,,,,,1954,Peace,The Nobel Peace Prize,,,,,,,1955-11-05,,515,,,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world,1,181647,2640218,received,1,Peace,none1954peace,,0
580,,,,,,,,2013,Peace,The Nobel Peace Prize,,,,,,,2013-10-11,,893,,,for its extensive efforts to eliminate chemical weapons,1,8000000,8365867,received,1,Peace,none2013peace,,0
581,,,,,,,,1987,Peace,The Nobel Peace Prize,Heredia,Heredia,North America,Costa Rica,Costa Rica,1940-09-13,1987-10-13,male,549,Oscar Arias Sánchez,"Heredia, Costa Rica",for his work for lasting peace in Central America,1,2175000,4274764,received,1,Peace,oscarariassánchez1987peace,,0
582,,,,,,,,1909,Peace,The Nobel Peace Prize,La Flèche,La Flèche,Europe,France,France,1852-11-22,1909-12-10,male,476,Paul Henri d'Estournelles de Constant,"La Flèche, France",for their prominent position in the international movement for peace and arbitration,1/2,139800,7084459,received,2,Peace,paulhenrid'estournellesdeconstant1909peace,,0
583,,,,,,,,1910,Peace,The Nobel Peace Prize,,,,,,,1910-12-10,,477,,,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement",1,140703,7130220,received,1,Peace,none1910peace,,0
584,,,,,,,,1959,Peace,The Nobel Peace Prize,London,London,Europe,United Kingdom,United Kingdom,1889-11-01,1959-11-05,male,518,Philip Noel-Baker,"London, United Kingdom",for his longstanding contribution to the cause of disarmament and peace,1,220678,2704387,received,1,Peace,philipnoel-baker1959peace,,0
585,,,,,,,,1995,Peace,The Nobel Peace Prize,,,,,,,1995-10-13,,561,,,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1/2,7200000,9278351,received,2,Peace,none1995peace,,0
586,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1950,Peace,The Nobel Peace Prize,"Detroit, MI","Detroit, MI",North America,USA,USA,1904-08-07,1950-09-22,male,511,Ralph Bunche,"Detroit, MI, USA",for his work as mediator in Palestine in 1948-1949,1,164304,3050198,received,1,Peace,ralphbunche1950peace,,0
587,,,,,,,,1903,Peace,The Nobel Peace Prize,Fareham,Fareham,Europe,United Kingdom,United Kingdom,1828-03-18,1903-12-10,male,466,Randal Cremer,"Fareham, United Kingdom",for his longstanding and devoted effort in favour of the ideas of peace and arbitration,1,141358,7795478,received,1,Peace,randalcremer1903peace,,0
588,,,,,,,,1968,Peace,The Nobel Peace Prize,Bayonne,Bayonne,Europe,France,France,1887-10-05,1968-10-09,male,526,René Cassin,"Bayonne, France",for his struggle to ensure the rights of man as stipulated in the UN Declaration,1,350000,3052326,received,1,Peace,renécassin1968peace,cassin1968peace,15
589,,,,,,,,1992,Peace,The Nobel Peace Prize,Aldea Chimel,Aldea Chimel,North America,Guatemala,Guatemala,1959-01-09,1992-10-16,female,554,Rigoberta Menchú Tum,"Aldea Chimel, Guatemala",for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,1,6500000,9184250,received,1,Peace,rigobertamenchútum1992peace,,0
590,,,,,,,,1937,Peace,The Nobel Peace Prize,London,London,Europe,United Kingdom,United Kingdom,1864-09-14,1937-11-18,male,502,"Robert Cecil, Viscount Cecil of Chelwood","London, United Kingdom","for his tireless effort in support of the League of Nations, disarmament and peace",1,158463,4716161,received,1,Peace,"robertcecil,viscountcecilofchelwood1937peace",,0
591,,,,,,,,1974,Peace,The Nobel Peace Prize,Paris,Paris,Europe,France,France,1904-01-26,1974-10-09,male,532,Seán MacBride,"Paris, France",for his efforts to secure and develop human rights throughout the world,1/2,550000,3263449,received,1,Peace,seánmacbride1974peace,,0
592,,,,,,,,1994,Peace,The Nobel Peace Prize,Vishneva,Vishneva,Europe,Poland,Belarus,1923-08-16,1994-10-14,male,558,Shimon Peres,"Vishneva, Poland (now Belarus)",for their efforts to create peace in the Middle East,1/3,7000000,9249471,received,2,Peace,shimonperes1994peace,shimonperes1994peace,20
593,,,,,,,,2003,Peace,The Nobel Peace Prize,Hamadan,Hamadan,Asia,Iran,Iran,1947-06-21,2003-10-10,female,773,Shirin Ebadi,"Hamadan, Iran",for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,1,10000000,11807305,received,1,Peace,shirinebadi2003peace,,0
594,,,,,,,,1925,Peace,The Nobel Peace Prize,Birmingham,Birmingham,Europe,United Kingdom,United Kingdom,1863-10-16,1926-12-10,male,488,Sir Austen Chamberlain,"Birmingham, United Kingdom",for his crucial role in bringing about the Locarno Treaty,1/2,118165,3211005,received,1,Peace,siraustenchamberlain1925peace,,0
595,,,,,,,,1933,Peace,The Nobel Peace Prize,Holbeach,Holbeach,Europe,United Kingdom,United Kingdom,1872-12-26,1934-12-10,male,498,Sir Norman Angell,"Holbeach, United Kingdom",for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,1,170332,5413093,received,1,Peace,sirnormanangell1933peace,,0
596,,,,,,,,2011,Peace,The Nobel Peace Prize,Ta'izz,Ta'izz,Asia,Yemen,Yemen,1979-02-07,2011-10-07,female,871,Tawakkol Karman,"Ta'izz, Yemen",for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,1/3,10000000,10545557,received,3,Peace,tawakkolkarman2011peace,,0
597,,,,,,,,1989,Peace,The Nobel Peace Prize,Taktser,Taktser,Asia,Tibet,China,1935-07-06,1989-10-05,male,551,The 14th Dalai Lama ,"Taktser, Tibet (now China)",for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1,3000000,5242311,received,1,Peace,the14thdalailama1989peace,,0
598,,,,,,,,1906,Peace,The Nobel Peace Prize,"New York, NY","New York, NY",North America,USA,USA,1858-10-27,1906-12-10,male,470,Theodore Roosevelt,"New York, NY, USA","for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",1,138536,7421571,received,1,Peace,theodoreroosevelt1906peace,,0
599,,,,,,,,1911,Peace,The Nobel Peace Prize,Amsterdam,Amsterdam,Europe,the Netherlands,the Netherlands,1838-04-28,1911-12-10,male,478,Tobias Asser,"Amsterdam, the Netherlands","for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",1/2,140695,7327865,received,1,Peace,tobiasasser1911peace,tobiasasser1911peace,20
600,,,,,,,,2001,Peace,The Nobel Peace Prize,,,,,,,2001-10-12,,748,,,for their work for a better organized and more peaceful world,1/2,10000000,12295082,received,1,Peace,none2001peace,,0
601,,,,,,,,1965,Peace,The Nobel Peace Prize,,,,,,,1965-10-26,,525,,,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,1,282000,2782895,received,1,Peace,none1965peace,,0
602,,,,,,,,1988,Peace,The Nobel Peace Prize,,,,,,,1988-09-29,,550,,,for preventing armed clashes and creating conditions for negotiations,1,2500000,4645689,received,1,Peace,none1988peace,,0
603,,,,,,,,2004,Peace,The Nobel Peace Prize,Nyeri,Nyeri,Africa,Kenya,Kenya,1940-04-01,2004-10-08,female,783,Wangari Maathai,"Nyeri, Kenya","for her contribution to sustainable development, democracy and peace",1,10000000,11762861,received,1,Peace,wangarimaathai2004peace,,0
604,,,,,,,,1971,Peace,The Nobel Peace Prize,Lübeck,Lübeck,Europe,Germany,Germany,1913-12-18,1971-10-21,male,529,Willy Brandt,"Lübeck, Germany",for paving the way for a meaningful dialogue between East and West,1,450000,3321850,received,1,Peace,willybrandt1971peace,,0
605,,,,,,,,1919,Peace,The Nobel Peace Prize,"Staunton, VA","Staunton, VA",North America,USA,USA,1856-12-28,1920-12-10,male,483,Woodrow Wilson,"Staunton, VA, USA",for his role as founder of the League of Nations,1,133127,2377268,received,1,Peace,woodrowwilson1919peace,,0
606,,,,,,,,1994,Peace,The Nobel Peace Prize,Cairo,Cairo,Africa,Egypt,Egypt,1929-08-24,1994-10-14,male,557,Yasser Arafat,"Cairo, Egypt",for their efforts to create peace in the Middle East,1/3,7000000,9249471,received,1,Peace,yasserarafat1994peace,,0
607,,,,,,,,1994,Peace,The Nobel Peace Prize,Jerusalem,Jerusalem,Asia,British Mandate of Palestine,Israel,1922-03-01,1994-10-14,male,559,Yitzhak Rabin,"Jerusalem, British Mandate of Palestine (now Israel)",for their efforts to create peace in the Middle East,1/3,7000000,9249471,received,3,Peace,yitzhakrabin1994peace,yitzhakrabin1994peace,21
